Orthogroup	Family	todMex	halSen	chlAen	ceyCya	calAnn	taeGut	todChl
OG0000628	a	2	2	2	3	1	2	2
OG0000629	a	1	1	1	1	1	8	1
OG0000630	a	2	2	2	2	2	2	2
OG0000631	a	2	2	2	2	2	2	2
OG0000632	a	2	2	2	2	2	2	2
OG0000633	a	2	2	2	2	1	3	2
OG0000634	a	2	2	2	3	2	1	2
OG0000635	a	2	2	2	2	2	2	2
OG0000636	a	2	2	2	2	2	2	2
OG0000637	a	1	3	2	1	2	4	1
OG0000638	a	1	2	2	0	4	3	2
OG0000639	a	2	1	1	2	2	4	2
OG0000640	a	1	2	1	3	2	3	2
OG0000641	a	1	2	2	2	2	3	2
OG0000642	a	2	2	2	3	2	2	1
OG0000643	a	2	2	2	2	2	2	2
OG0000644	a	3	2	1	1	2	2	3
OG0000645	a	2	2	2	2	2	2	2
OG0000646	a	1	1	1	1	8	1	1
OG0000647	a	1	1	1	0	0	10	1
OG0000648	a	2	2	2	2	2	2	2
OG0000649	a	2	2	2	2	2	2	2
OG0000650	a	2	2	2	2	2	2	2
OG0000651	a	2	2	2	2	2	2	2
OG0000652	a	2	3	2	2	2	1	2
OG0000653	a	1	1	1	1	1	8	1
OG0000654	a	1	3	1	1	2	3	3
OG0000655	a	3	2	1	2	2	2	2
OG0000656	a	2	2	1	1	2	4	2
OG0000657	a	2	2	1	3	2	2	2
OG0000658	a	2	1	2	2	3	2	2
OG0000659	a	1	2	1	1	3	3	3
OG0000660	a	1	2	2	1	3	3	2
OG0000661	a	1	1	1	1	3	6	1
OG0000662	a	2	2	2	2	1	4	1
OG0000663	a	2	2	2	2	2	2	2
OG0000664	a	1	3	2	2	2	2	2
OG0000665	a	1	1	1	0	3	8	0
OG0000666	a	2	2	2	2	2	3	1
OG0000667	a	2	2	2	2	2	2	2
OG0000668	a	2	2	1	2	3	2	2
OG0000669	a	1	1	1	1	5	4	1
OG0000670	a	1	2	2	2	3	2	2
OG0000671	a	2	2	2	2	2	2	2
OG0000672	a	2	2	2	2	2	2	2
OG0000673	a	1	2	2	2	2	3	2
OG0000674	a	2	2	0	2	3	3	2
OG0000675	a	1	1	1	1	1	8	1
OG0000676	a	1	2	1	1	3	3	3
OG0000677	a	1	2	2	1	4	2	2
OG0000678	a	1	1	1	1	7	2	1
OG0000679	a	1	2	2	3	1	2	3
OG0000680	a	1	2	1	1	3	4	2
OG0000681	a	1	2	1	1	3	3	3
OG0000682	a	1	0	0	1	1	11	0
OG0000683	a	1	1	1	1	1	8	1
OG0000684	a	1	1	2	2	2	3	3
OG0000685	a	1	2	1	1	3	4	2
OG0000686	a	1	1	2	2	3	3	2
OG0000687	a	1	2	2	1	3	3	2
OG0000688	a	1	1	3	3	2	2	2
OG0000689	a	1	1	1	1	7	2	1
OG0000690	a	1	1	1	0	8	2	1
OG0000691	a	0	3	1	1	3	3	3
OG0000692	a	0	3	1	1	3	3	3
OG0000693	a	0	3	3	1	2	3	2
OG0000694	a	0	1	2	2	3	4	2
OG0000695	a	0	1	1	1	7	3	1
OG0000696	a	0	3	3	2	2	2	2
OG0000697	a	0	1	1	1	2	8	1
OG0000698	a	0	2	2	4	2	2	2
OG0000699	a	0	3	2	1	2	3	3
OG0000700	a	0	2	1	1	4	4	2
OG0000701	a	0	2	2	2	2	2	4
OG0000702	a	0	2	2	1	3	4	2
OG0000703	a	0	1	1	2	3	6	1
OG0000704	a	0	1	1	1	2	8	1
OG0000705	a	0	3	3	2	2	2	2
OG0000706	a	0	0	3	2	1	1	7
OG0000707	a	0	0	1	1	1	5	6
OG0000708	a	0	0	0	0	0	14	0
OG0000709	a	0	0	0	0	0	14	0
OG0000710	a	2	2	2	2	2	1	2
OG0000711	a	1	2	2	0	2	3	3
OG0000712	a	2	2	1	2	2	2	2
OG0000713	a	2	2	1	2	2	2	2
OG0000714	a	2	2	1	2	2	2	2
OG0000715	a	2	2	1	2	2	2	2
OG0000716	a	2	2	2	1	2	2	2
OG0000717	a	2	2	2	1	2	2	2
OG0000718	a	2	2	2	1	2	2	2
OG0000719	a	5	2	3	3	0	0	0
OG0000720	a	1	1	1	1	4	3	2
OG0000721	a	3	2	1	1	2	2	2
OG0000722	a	2	2	2	2	2	2	1
OG0000723	a	2	2	2	1	2	2	2
OG0000724	a	1	1	1	2	4	3	1
OG0000725	a	2	1	1	0	3	3	3
OG0000726	a	2	2	2	1	2	2	2
OG0000727	a	2	2	1	2	2	2	2
OG0000728	a	1	2	1	2	4	2	1
OG0000729	a	1	2	2	1	2	3	2
OG0000730	a	2	2	1	1	4	3	0
OG0000731	a	1	2	2	1	2	3	2
OG0000732	a	2	2	0	3	2	2	2
OG0000733	a	2	2	2	3	1	1	2
OG0000734	a	1	2	2	2	2	2	2
OG0000735	a	1	4	3	3	1	1	0
OG0000736	a	1	2	3	1	2	2	2
OG0000737	a	2	2	2	2	1	2	2
OG0000738	a	1	2	2	2	2	2	2
OG0000739	a	1	1	1	1	4	4	1
OG0000740	a	1	2	2	2	2	2	2
OG0000741	a	2	2	2	2	2	2	1
OG0000742	a	2	2	2	2	2	2	1
OG0000743	a	1	1	1	1	3	5	1
OG0000744	a	2	2	2	1	2	2	2
OG0000745	a	1	2	2	2	2	2	2
OG0000746	a	2	2	2	2	2	1	2
OG0000747	a	1	1	1	1	7	1	1
OG0000748	a	1	2	2	2	1	2	3
OG0000749	a	2	2	2	1	2	2	2
OG0000750	a	1	2	2	2	2	2	2
OG0000751	a	1	2	2	2	2	2	2
OG0000752	a	3	3	1	1	2	1	2
OG0000753	a	2	2	1	1	2	3	2
OG0000754	a	2	2	2	1	2	2	2
OG0000755	a	1	1	1	1	7	1	1
OG0000756	a	1	2	2	1	2	3	2
OG0000757	a	2	2	2	2	2	2	1
OG0000758	a	3	3	3	4	0	0	0
OG0000759	a	1	2	2	2	2	2	2
OG0000760	a	2	2	1	2	2	2	2
OG0000761	a	1	2	2	2	2	2	2
OG0000762	a	1	2	2	2	2	2	2
OG0000763	a	2	2	2	3	2	2	0
OG0000764	a	1	2	1	2	2	3	2
OG0000765	a	1	2	1	1	3	3	2
OG0000766	a	1	2	2	1	2	3	2
OG0000767	a	2	1	2	2	2	1	3
OG0000768	a	2	1	2	2	1	4	1
OG0000769	a	1	1	1	2	2	5	1
OG0000770	a	2	2	1	2	3	1	2
OG0000771	a	2	2	2	1	2	3	1
OG0000772	a	2	2	1	2	2	2	2
OG0000773	a	1	1	1	1	3	5	1
OG0000774	a	1	2	2	2	2	2	2
OG0000775	a	1	2	2	2	2	2	2
OG0000776	a	2	1	1	3	2	2	2
OG0000777	a	1	1	1	1	1	7	1
OG0000778	a	2	2	1	2	2	2	2
OG0000779	a	1	2	2	2	2	2	2
OG0000780	a	1	1	1	0	4	5	1
OG0000781	a	2	1	2	2	2	2	2
OG0000782	a	3	3	2	3	0	1	1
OG0000783	a	2	2	2	1	2	2	2
OG0000784	a	2	2	2	2	1	2	2
OG0000785	a	3	2	1	1	1	2	3
OG0000786	a	1	2	1	1	2	3	3
OG0000787	a	1	5	1	1	2	1	2
OG0000788	a	2	2	1	2	2	2	2
OG0000789	a	1	2	1	2	2	3	2
OG0000790	a	2	2	2	2	2	2	1
OG0000791	a	2	2	2	1	2	2	2
OG0000792	a	1	1	1	1	2	6	1
OG0000793	a	2	2	2	0	3	2	2
OG0000794	a	1	2	3	1	2	2	2
OG0000795	a	2	2	2	2	2	2	1
OG0000796	a	2	2	2	1	2	2	2
OG0000797	a	1	2	2	2	2	2	2
OG0000798	a	2	2	2	1	2	2	2
OG0000799	a	1	1	1	2	4	3	1
OG0000800	a	1	1	1	1	5	3	1
OG0000801	a	1	2	2	1	3	2	2
OG0000802	a	1	2	2	2	2	2	2
OG0000803	a	1	2	2	2	2	2	2
OG0000804	a	1	2	2	2	2	2	2
OG0000805	a	1	2	2	2	2	2	2
OG0000806	a	1	1	1	2	2	4	2
OG0000807	a	1	2	2	2	1	1	4
OG0000808	a	1	1	1	1	1	7	1
OG0000809	a	2	2	2	3	1	2	1
OG0000810	a	3	2	1	1	2	2	2
OG0000811	a	1	2	2	1	2	3	2
OG0000812	a	2	1	1	2	2	2	3
OG0000813	a	1	2	2	2	2	2	2
OG0000814	a	1	1	0	0	1	9	1
OG0000815	a	1	3	1	3	2	2	1
OG0000816	a	1	1	1	2	3	4	1
OG0000817	a	1	2	2	2	2	2	2
OG0000818	a	2	2	5	4	0	0	0
OG0000819	a	2	2	2	2	2	2	1
OG0000820	a	1	2	2	2	2	2	2
OG0000821	a	1	2	1	3	2	2	2
OG0000822	a	1	2	2	2	2	2	2
OG0000823	a	1	2	2	2	2	2	2
OG0000824	a	1	2	1	2	3	2	2
OG0000825	a	2	2	1	1	2	2	3
OG0000826	a	2	2	2	2	2	1	2
OG0000827	a	1	1	1	2	5	1	2
OG0000828	a	2	2	2	1	2	2	2
OG0000829	a	1	2	2	1	2	3	2
OG0000830	a	1	1	1	0	7	2	1
OG0000831	a	1	2	1	2	2	3	2
OG0000832	a	1	2	1	2	2	3	2
OG0000833	a	2	2	1	2	2	2	2
OG0000834	a	3	3	1	0	2	2	2
OG0000835	a	2	2	3	5	1	0	0
OG0000836	a	1	1	1	1	1	7	1
OG0000837	a	1	1	1	1	7	1	1
OG0000838	a	2	3	1	1	2	2	2
OG0000839	a	1	2	2	1	2	2	3
OG0000840	a	1	2	2	1	3	2	2
OG0000841	a	1	1	1	1	3	5	1
OG0000842	a	1	1	1	1	3	5	1
OG0000843	a	1	2	2	1	2	3	2
OG0000844	a	1	2	1	1	2	5	1
OG0000845	a	1	2	2	2	2	2	2
OG0000846	a	1	1	1	0	3	6	1
OG0000847	a	1	1	2	1	2	4	2
OG0000848	a	1	1	0	1	8	1	1
OG0000849	a	1	2	2	1	2	3	2
OG0000850	a	1	2	2	2	2	2	2
OG0000851	a	2	2	1	2	2	2	2
OG0000852	a	2	3	1	2	2	2	1
OG0000853	a	2	3	1	1	2	2	2
OG0000854	a	1	2	2	2	2	2	2
OG0000855	a	1	1	1	1	6	2	1
OG0000856	a	2	2	2	1	2	2	2
OG0000857	a	1	2	2	2	2	2	2
OG0000858	a	3	1	2	1	2	2	2
OG0000859	a	1	2	2	2	2	2	2
OG0000860	a	1	2	2	2	2	2	2
OG0000861	a	1	2	2	2	2	2	2
OG0000862	a	1	2	2	2	2	2	2
OG0000863	a	1	2	2	3	2	1	2
OG0000864	a	1	2	2	1	2	3	2
OG0000865	a	1	1	1	1	3	5	1
OG0000866	a	1	1	2	2	2	4	1
OG0000867	a	1	2	1	2	3	2	2
OG0000868	a	1	2	2	3	2	2	1
OG0000869	a	1	1	2	2	2	2	3
OG0000870	a	1	2	2	2	2	2	2
OG0000871	a	1	1	2	2	2	3	2
OG0000872	a	1	2	2	2	2	2	2
OG0000873	a	1	2	2	2	2	2	2
OG0000874	a	1	2	2	2	2	2	2
OG0000875	a	1	3	3	3	1	1	1
OG0000876	a	1	2	2	3	1	1	3
OG0000877	a	1	2	1	3	2	3	1
OG0000878	a	1	2	2	2	2	2	2
OG0000879	a	2	2	2	2	2	2	1
OG0000880	a	1	1	1	0	6	3	1
OG0000881	a	1	2	2	2	2	2	2
OG0000882	a	1	1	0	2	4	5	0
OG0000883	a	1	2	2	2	2	2	2
OG0000884	a	1	2	2	2	2	2	2
OG0000885	a	1	2	1	2	2	2	3
OG0000886	a	2	1	3	2	2	2	1
OG0000887	a	1	1	1	1	4	4	1
OG0000888	a	1	1	1	1	1	7	1
OG0000889	a	1	1	1	1	7	1	1
OG0000890	a	1	2	2	2	2	2	2
OG0000891	a	1	2	2	2	2	2	2
OG0000892	a	1	2	2	2	2	2	2
OG0000893	a	0	3	2	1	2	2	3
OG0000894	a	0	1	1	1	7	2	1
OG0000895	a	0	1	1	0	1	8	2
OG0000896	a	0	1	1	1	5	4	1
OG0000897	a	0	1	1	0	6	4	1
OG0000898	a	0	2	1	2	2	3	3
OG0000899	a	0	1	1	1	2	6	2
OG0000900	a	0	2	2	1	2	2	4
OG0000901	a	0	1	2	0	3	4	3
OG0000902	a	0	1	3	0	3	3	3
OG0000903	a	0	1	1	1	1	8	1
OG0000904	a	0	1	0	1	4	3	4
OG0000905	a	0	6	1	0	1	0	5
OG0000906	a	0	3	2	1	3	2	2
OG0000907	a	0	1	1	1	8	1	1
OG0000908	a	0	2	2	1	4	2	2
OG0000909	a	0	2	2	0	3	3	3
OG0000910	a	0	2	1	1	4	3	2
OG0000911	a	0	3	1	0	3	3	3
OG0000912	a	0	1	3	2	3	2	2
OG0000913	a	0	2	2	0	3	3	3
OG0000914	a	0	1	1	0	4	6	1
OG0000915	a	0	1	1	1	1	8	1
OG0000916	a	0	1	1	1	2	7	1
OG0000917	a	0	0	0	0	13	0	0
OG0000918	a	0	0	0	0	0	13	0
OG0000919	a	0	0	0	0	0	13	0
OG0000920	a	0	0	0	0	0	0	13
OG0000921	a	0	0	0	0	0	0	13
OG0000922	a	1	1	1	1	1	6	1
OG0000923	a	1	2	3	2	1	1	2
OG0000924	a	2	2	1	2	2	1	2
OG0000925	a	2	1	2	2	2	2	1
OG0000926	a	1	1	1	2	1	1	5
OG0000927	a	2	2	2	1	2	2	1
OG0000928	a	2	2	1	2	2	2	1
OG0000929	a	1	2	1	1	2	3	2
OG0000930	a	2	2	1	2	2	2	1
OG0000931	a	1	1	1	0	4	4	1
OG0000932	a	2	1	1	3	1	1	3
OG0000933	a	2	2	2	2	1	1	2
OG0000934	a	2	2	2	1	2	2	1
OG0000935	a	1	2	2	1	2	2	2
OG0000936	a	1	1	1	1	3	4	1
OG0000937	a	2	2	4	0	0	1	3
OG0000938	a	2	2	2	1	2	1	2
OG0000939	a	1	2	2	1	2	2	2
OG0000940	a	1	1	1	1	2	4	2
OG0000941	a	1	2	2	1	2	2	2
OG0000942	a	2	2	1	1	2	2	2
OG0000943	a	1	1	1	1	4	3	1
OG0000944	a	1	2	0	2	3	2	2
OG0000945	a	1	1	1	1	4	3	1
OG0000946	a	1	2	1	2	2	2	2
OG0000947	a	2	2	2	1	2	1	2
OG0000948	a	1	2	1	2	2	2	2
OG0000949	a	1	1	2	2	2	2	2
OG0000950	a	2	1	1	1	2	3	2
OG0000951	a	1	1	1	2	1	4	2
OG0000952	a	1	0	0	0	7	4	0
OG0000953	a	2	2	0	2	2	2	2
OG0000954	a	2	2	1	1	2	2	2
OG0000955	a	1	2	1	2	2	2	2
OG0000956	a	2	1	1	3	1	3	1
OG0000957	a	1	2	1	2	2	2	2
OG0000958	a	2	2	2	1	2	1	2
OG0000959	a	1	2	1	2	2	2	2
OG0000960	a	2	2	1	2	2	2	1
OG0000961	a	1	2	2	1	2	2	2
OG0000962	a	2	2	2	2	1	1	2
OG0000963	a	2	1	1	1	4	2	1
OG0000964	a	2	2	1	1	2	2	2
OG0000965	a	1	2	2	1	2	2	2
OG0000966	a	2	2	1	3	1	2	1
OG0000967	a	1	1	0	1	5	3	1
OG0000968	a	2	2	1	1	1	3	2
OG0000969	a	2	2	0	2	2	2	2
OG0000970	a	1	2	2	1	2	2	2
OG0000971	a	2	2	2	1	2	1	2
OG0000972	a	1	2	1	0	1	2	5
OG0000973	a	1	1	1	1	6	1	1
OG0000974	a	1	1	1	0	1	7	1
OG0000975	a	2	1	1	1	1	2	4
OG0000976	a	1	3	2	0	2	2	2
OG0000977	a	1	2	2	1	2	2	2
OG0000978	a	1	2	2	0	3	2	2
OG0000979	a	1	1	1	0	6	2	1
OG0000980	a	1	1	1	1	3	4	1
OG0000981	a	2	2	2	2	1	2	1
OG0000982	a	1	2	2	1	2	2	2
OG0000983	a	2	2	1	1	2	2	2
OG0000984	a	1	1	1	1	1	6	1
OG0000985	a	1	2	2	2	1	2	2
OG0000986	a	5	2	2	3	0	0	0
OG0000987	a	1	2	2	1	2	2	2
OG0000988	a	1	1	1	1	4	3	1
OG0000989	a	1	1	1	1	4	3	1
OG0000990	a	1	1	1	1	5	2	1
OG0000991	a	2	1	2	1	2	2	2
OG0000992	a	1	2	1	0	4	1	3
OG0000993	a	1	2	1	2	2	2	2
OG0000994	a	3	2	2	2	1	1	1
OG0000995	a	1	2	2	1	2	2	2
OG0000996	a	2	2	1	1	2	2	2
OG0000997	a	1	1	1	1	3	4	1
OG0000998	a	1	2	1	1	3	2	2
OG0000999	a	2	2	2	1	2	1	2
OG0001000	a	1	2	1	0	2	4	2
OG0001001	a	1	2	2	1	2	2	2
OG0001002	a	1	2	2	1	2	3	1
OG0001003	a	2	2	1	1	2	2	2
OG0001004	a	1	2	2	1	2	2	2
OG0001005	a	1	2	1	2	2	2	2
OG0001006	a	1	2	2	1	2	2	2
OG0001007	a	1	2	1	2	2	2	2
OG0001008	a	1	2	1	2	2	2	2
OG0001009	a	1	2	2	2	2	2	1
OG0001010	a	3	6	3	0	0	0	0
OG0001011	a	1	2	2	1	2	2	2
OG0001012	a	1	3	4	3	0	0	1
OG0001013	a	2	3	3	4	0	0	0
OG0001014	a	3	2	1	5	0	1	0
OG0001015	a	2	1	1	1	1	4	2
OG0001016	a	2	2	2	1	2	1	2
OG0001017	a	3	2	2	5	0	0	0
OG0001018	a	3	2	1	2	1	2	1
OG0001019	a	2	2	2	1	2	1	2
OG0001020	a	1	2	2	1	2	2	2
OG0001021	a	1	2	2	2	2	2	1
OG0001022	a	1	1	1	2	2	3	2
OG0001023	a	1	2	1	2	1	3	2
OG0001024	a	2	2	0	2	2	2	2
OG0001025	a	1	2	2	1	2	2	2
OG0001026	a	1	4	1	2	1	0	3
OG0001027	a	1	1	1	0	8	1	0
OG0001028	a	2	2	2	2	1	1	2
OG0001029	a	1	2	2	1	2	2	2
OG0001030	a	2	2	2	1	2	2	1
OG0001031	a	2	1	1	3	1	3	1
OG0001032	a	2	2	1	1	2	2	2
OG0001033	a	1	2	2	1	2	2	2
OG0001034	a	2	2	2	1	2	1	2
OG0001035	a	1	2	1	2	2	2	2
OG0001036	a	2	2	2	0	2	2	2
OG0001037	a	2	2	1	1	2	2	2
OG0001038	a	1	2	1	2	2	2	2
OG0001039	a	2	3	1	1	2	2	1
OG0001040	a	2	2	1	1	2	2	2
OG0001041	a	1	2	1	2	2	2	2
OG0001042	a	1	1	1	1	2	5	1
OG0001043	a	1	2	2	2	2	1	2
OG0001044	a	1	2	2	1	2	2	2
OG0001045	a	2	2	2	0	1	3	2
OG0001046	a	1	2	1	2	1	2	3
OG0001047	a	1	1	1	1	4	2	2
OG0001048	a	2	2	2	1	2	1	2
OG0001049	a	2	2	2	1	1	2	2
OG0001050	a	1	2	2	1	2	2	2
OG0001051	a	1	2	2	2	2	1	2
OG0001052	a	1	2	2	2	1	3	1
OG0001053	a	2	2	1	2	0	2	3
OG0001054	a	1	2	2	1	2	2	2
OG0001055	a	2	2	1	1	2	2	2
OG0001056	a	1	2	1	1	2	2	3
OG0001057	a	1	2	2	1	2	2	2
OG0001058	a	2	2	2	2	2	2	0
OG0001059	a	2	1	1	2	2	2	2
OG0001060	a	2	2	1	1	2	2	2
OG0001061	a	1	1	1	2	4	2	1
OG0001062	a	2	1	0	2	3	2	2
OG0001063	a	1	2	2	1	2	2	2
OG0001064	a	1	1	1	1	6	1	1
OG0001065	a	2	1	2	1	2	2	2
OG0001066	a	2	1	2	1	2	2	2
OG0001067	a	1	2	2	1	2	2	2
OG0001068	a	2	2	2	0	2	2	2
OG0001069	a	1	1	1	1	6	1	1
OG0001070	a	3	2	3	3	0	1	0
OG0001071	a	1	2	2	2	2	2	1
OG0001072	a	2	2	2	0	2	2	2
OG0001073	a	1	1	1	1	4	2	2
OG0001074	a	1	2	2	2	2	2	1
OG0001075	a	2	2	2	1	2	2	1
OG0001076	a	1	1	1	1	4	3	1
OG0001077	a	1	1	1	1	1	5	2
OG0001078	a	1	2	2	1	2	2	2
OG0001079	a	1	1	2	1	2	3	2
OG0001080	a	2	2	2	2	1	1	2
OG0001081	a	1	2	2	1	2	2	2
OG0001082	a	1	2	2	2	1	2	2
OG0001083	a	1	2	2	1	2	2	2
OG0001084	a	1	2	2	1	2	2	2
OG0001085	a	2	1	1	2	2	2	2
OG0001086	a	2	2	2	1	2	2	1
OG0001087	a	1	2	1	1	3	3	1
OG0001088	a	1	2	2	1	2	2	2
OG0001089	a	1	2	2	1	2	2	2
OG0001090	a	1	2	1	2	2	3	1
OG0001091	a	1	2	1	2	2	2	2
OG0001092	a	1	2	1	1	1	1	5
OG0001093	a	1	1	0	1	7	1	1
OG0001094	a	1	3	3	4	0	1	0
OG0001095	a	1	1	1	1	2	5	1
OG0001096	a	1	1	1	1	2	5	1
OG0001097	a	1	2	2	3	1	1	2
OG0001098	a	2	2	1	1	2	2	2
OG0001099	a	1	2	1	2	2	2	2
OG0001100	a	1	5	0	5	0	1	0
OG0001101	a	1	1	1	1	4	3	1
OG0001102	a	1	1	1	0	5	3	1
OG0001103	a	1	1	1	1	5	2	1
OG0001104	a	1	1	2	2	3	2	1
OG0001105	a	1	2	1	2	2	2	2
OG0001106	a	1	1	1	1	5	2	1
OG0001107	a	1	2	2	1	2	2	2
OG0001108	a	1	1	1	2	1	5	1
OG0001109	a	1	2	1	2	2	2	2
OG0001110	a	1	2	2	1	2	2	2
OG0001111	a	2	2	2	1	1	2	2
OG0001112	a	2	2	2	1	1	3	1
OG0001113	a	1	1	1	1	3	4	1
OG0001114	a	1	2	2	1	2	2	2
OG0001115	a	1	1	1	2	3	3	1
OG0001116	a	1	2	2	1	2	2	2
OG0001117	a	1	2	2	1	2	2	2
OG0001118	a	2	2	1	1	2	2	2
OG0001119	a	1	2	1	0	2	1	5
OG0001120	a	2	2	2	0	2	2	2
OG0001121	a	2	2	1	1	2	2	2
OG0001122	a	1	2	1	1	2	3	2
OG0001123	a	1	2	2	1	2	2	2
OG0001124	a	1	2	1	2	2	2	2
OG0001125	a	2	2	1	3	1	2	1
OG0001126	a	1	2	2	1	2	2	2
OG0001127	a	1	2	2	1	2	2	2
OG0001128	a	1	1	1	1	5	2	1
OG0001129	a	1	2	2	1	2	2	2
OG0001130	a	1	1	1	1	2	5	1
OG0001131	a	1	2	2	1	2	2	2
OG0001132	a	2	1	1	2	2	2	2
OG0001133	a	1	2	2	2	2	2	1
OG0001134	a	1	2	2	1	2	2	2
OG0001135	a	1	1	1	1	5	1	2
OG0001136	a	1	1	1	1	2	5	1
OG0001137	a	1	1	1	1	1	6	1
OG0001138	a	1	1	1	1	6	1	1
OG0001139	a	1	2	2	1	2	2	2
OG0001140	a	1	2	2	1	2	2	2
OG0001141	a	1	2	2	1	2	2	2
OG0001142	a	1	2	2	2	2	2	1
OG0001143	a	1	2	1	2	2	2	2
OG0001144	a	1	2	2	1	2	2	2
OG0001145	a	1	1	1	1	1	6	1
OG0001146	a	1	2	2	1	2	2	2
OG0001147	a	1	3	1	1	2	3	1
OG0001148	a	1	2	1	2	2	2	2
OG0001149	a	1	2	2	1	2	2	2
OG0001150	a	1	1	2	2	2	2	2
OG0001151	a	1	2	1	1	3	2	2
OG0001152	a	1	2	2	1	2	2	2
OG0001153	a	1	1	3	1	2	2	2
OG0001154	a	1	2	2	2	1	2	2
OG0001155	a	1	1	1	1	5	2	1
OG0001156	a	1	1	0	1	4	3	2
OG0001157	a	1	2	2	1	2	2	2
OG0001158	a	1	2	2	1	2	2	2
OG0001159	a	1	2	2	1	1	3	2
OG0001160	a	1	1	3	2	2	2	1
OG0001161	a	1	2	2	1	2	2	2
OG0001162	a	2	2	1	1	2	2	2
OG0001163	a	1	1	1	2	1	5	1
OG0001164	a	1	2	2	1	2	2	2
OG0001165	a	1	2	2	1	2	2	2
OG0001166	a	1	1	0	1	5	3	1
OG0001167	a	1	1	1	0	4	4	1
OG0001168	a	1	2	2	1	2	2	2
OG0001169	a	1	2	2	1	2	2	2
OG0001170	a	0	2	2	2	2	2	2
OG0001171	a	0	2	2	2	2	2	2
OG0001172	a	0	1	1	1	1	7	1
OG0001173	a	0	2	2	2	2	2	2
OG0001174	a	0	2	2	2	2	2	2
OG0001175	a	0	2	1	1	4	2	2
OG0001176	a	0	2	2	1	3	2	2
OG0001177	a	0	1	0	0	2	8	1
OG0001178	a	0	1	1	1	2	4	3
OG0001179	a	0	1	1	2	6	1	1
OG0001180	a	0	1	1	1	7	1	1
OG0001181	a	0	1	0	1	1	8	1
OG0001182	a	0	2	2	2	2	2	2
OG0001183	a	0	1	1	1	1	7	1
OG0001184	a	0	2	2	2	2	2	2
OG0001185	a	0	2	2	2	2	2	2
OG0001186	a	0	2	2	1	2	3	2
OG0001187	a	0	2	2	2	2	2	2
OG0001188	a	0	1	1	1	3	3	3
OG0001189	a	0	2	2	1	2	4	1
OG0001190	a	0	1	1	1	4	4	1
OG0001191	a	0	1	1	2	2	4	2
OG0001192	a	0	1	1	1	5	3	1
OG0001193	a	0	2	2	2	2	2	2
OG0001194	a	0	1	1	1	6	2	1
OG0001195	a	0	2	2	2	2	2	2
OG0001196	a	0	1	2	0	2	5	2
OG0001197	a	0	1	1	1	4	4	1
OG0001198	a	0	2	2	2	2	2	2
OG0001199	a	0	2	2	2	2	2	2
OG0001200	a	0	2	2	2	2	2	2
OG0001201	a	0	2	2	1	3	2	2
OG0001202	a	0	1	1	1	5	2	2
OG0001203	a	0	2	2	2	1	3	2
OG0001204	a	0	2	2	2	2	2	2
OG0001205	a	0	1	1	0	3	6	1
OG0001206	a	0	2	2	1	2	3	2
OG0001207	a	0	1	1	1	5	2	2
OG0001208	a	0	2	2	2	2	2	2
OG0001209	a	0	2	2	1	2	3	2
OG0001210	a	0	2	2	2	2	2	2
OG0001211	a	0	2	1	2	2	4	1
OG0001212	a	0	2	2	2	2	2	2
OG0001213	a	0	2	0	1	3	3	3
OG0001214	a	0	1	1	0	1	8	1
OG0001215	a	0	1	1	1	1	7	1
OG0001216	a	0	2	2	1	2	2	3
OG0001217	a	0	1	1	1	4	4	1
OG0001218	a	0	1	1	1	5	3	1
OG0001219	a	0	1	1	1	3	3	3
OG0001220	a	0	1	0	1	5	4	1
OG0001221	a	0	2	1	2	1	4	2
OG0001222	a	0	1	1	0	3	4	3
OG0001223	a	0	0	1	0	3	7	1
OG0001224	a	0	0	0	0	12	0	0
OG0001225	a	2	2	1	2	1	1	2
OG0001226	a	1	1	1	1	5	1	1
OG0001227	a	1	2	1	1	2	2	2
OG0001228	a	1	2	1	1	2	2	2
OG0001229	a	2	2	2	0	2	1	2
OG0001230	a	2	1	3	2	1	1	1
OG0001231	a	1	2	2	1	1	2	2
OG0001232	a	2	2	1	1	1	3	1
OG0001233	a	1	2	1	1	2	2	2
OG0001234	a	1	1	1	1	3	3	1
OG0001235	a	1	1	1	1	1	5	1
OG0001236	a	1	1	1	1	1	5	1
OG0001237	a	1	1	1	0	3	4	1
OG0001238	a	2	2	1	2	1	2	1
OG0001239	a	2	2	1	1	1	2	2
OG0001240	a	1	2	2	1	2	2	1
OG0001241	a	1	2	1	1	2	2	2
OG0001242	a	1	0	0	0	4	5	1
OG0001243	a	3	1	1	2	1	2	1
OG0001244	a	1	1	1	1	5	1	1
OG0001245	a	1	2	1	1	2	2	2
OG0001246	a	1	1	1	1	5	1	1
OG0001247	a	1	2	0	2	2	2	2
OG0001248	a	1	1	1	2	2	3	1
OG0001249	a	1	1	1	1	5	1	1
OG0001250	a	1	2	1	1	2	2	2
OG0001251	a	2	1	2	0	2	3	1
OG0001252	a	1	2	2	0	2	2	2
OG0001253	a	1	2	0	2	2	2	2
OG0001254	a	1	2	0	2	2	2	2
OG0001255	a	2	2	2	1	1	1	2
OG0001256	a	1	2	0	1	2	2	3
OG0001257	a	1	1	1	1	3	3	1
OG0001258	a	1	2	2	1	1	2	2
OG0001259	a	1	2	1	1	2	2	2
OG0001260	a	1	2	0	2	2	3	1
OG0001261	a	1	1	1	0	3	4	1
